"id","text","class"
5,"Papa s'appelle Damien, Damien Bouscau, comme moi.
Maman s'appelle Stéphanette. 
Papa, il rit toujours. 
C'est un type sympathique. 
Même que je n'aie que 10 ans, il m'emmène sur l'esplanade du fort Saint-Jean, pour faire équipe avec lui, aux boules. 
Moi, je pointe ; lui, il tire. 
Il fait sauter le bouchon à dix mètres.
Avec mémé Za, je joue à la belote. 
Comme elle triche, je crie et elle me flanque un coup de torchon.
Je ne sais pas comment elle fait, elle a toujours un torchon avec elle, comme un cow-boy a son révolver.
Si, un jour, il y a une épreuve de torchon aux Jeux olympiques, sûr que mémé Za elle a la médaille d'or. 
Jamais elle ne rate son but, même quand elle lance le torchon à travers la cuisine.
Il part et il s'ouvre comme une aile, et paf ! 
Il vous atterrit en pleine figure. 
Mamie Marie-Louise, elle, avec les torchons, elle essuie la vaisselle.
Des fois, elle s'essuie les yeux quand elle a perdu au loto. 
Pour la consoler, je lui dis : « Viens, on va en faire un autre. » 
Elle m'embrasse. 
Je l'aime bien, elle est douce, elle. 
Elle n'a pas de mari, je crois qu'il est mort, lui aussi, comme pépé Baptistin mais je ne sais pas de quoi. 
On ne parle jamais de lui. 
Il n'y a que mamie Marie-Louise qui doit y penser et c'est ça qui la rend triste.
On vit tous ensemble au 10 de la rue des Mauvestis. 
C'est un vieux mot qui veut dire « les mal habillés », mais on est bien habillés, sans trou, tous les cinq, et on a la télévision.
Mémé Za et mamie Marie-Louise couchent dans la même chambre où il y a un grand lit.
Papa et maman couchent dans la chambre bleue. 
Et moi je dors sur le canapé de la salle à manger.
Le soir, toute la famille est assise sur le canapé pour regarder la télévision. 
Quand c'est un film de cow-boys, je tiens jusqu'au bout, mais les chanteurs et les films d'amour, ça m'endort.
Alors je me glisse derrière eux. 
Je me couche, j'ai quatre dos qui me cachent la télévision, surtout le dos de mémé Za ; il fait une ombre terrible. 
Je ne vois plus rien et je m'endors.","source"
5,"Papa s'appelle Damien, Damien Bouscau, comme moi. 
Maman s'appelle Stéphanette. 
Papa, il rit toujours. 
C'est un type sympathique. 
Même si je n'ai que 10 ans, il m'emmène pour faire équipe avec lui aux boules, sur l'esplanade du fort Saint-Jean. 
Moi, je pointe ; lui, il tire. 
Il fait sauter le bouchon à 10 mètres.
Avec mémé Za, je joue à la belote. 
Comme elle triche, je crie et elle me donne un coup de torchon. 
Je ne sais pas comment elle fait. Elle a toujours un torchon avec elle, comme un cow-boy a son révolver.
Un jour, s'il y a une épreuve de torchon aux Jeux Olympiques, c'est sûr que mémé Za aura la médaille d'or. 
Elle ne rate jamais son but, même quand elle lance le torchon à travers la cuisine. 
Il part et il s'ouvre comme une aile, et paf ! 
Le torchon vous atterrit en pleine figure. 
Mamie Marie-Louise, elle, avec les torchons, elle essuie la vaisselle.
Parfois, mamie Marie-Louise s'essuie les yeux quand elle a perdu au loto. 
Pour la consoler, je lui dis : « Viens, on va faire un autre loto. » 
Elle m'embrasse. 
Je l'aime bien, elle est douce, elle. 
Elle n'a pas de mari. Je crois qu'il est mort, lui aussi, comme pépé Baptistin mais je ne sais pas de quoi. 
On ne parle jamais de lui. 
Mais mamie Marie-Louise doit penser à lui et ça la rend triste.
On vit tous ensemble au 10 de la rue des Mauvestis. 
Mauvestis est un vieux mot qui veut dire « les mal habillés ». Mais on est bien habillés, sans trou, tous les 5, et on a la télévision. 
Mémé Za et mamie Marie-Louise couchent dans la même chambre où il y a un grand lit.
Papa et maman couchent dans la chambre bleue. 
Et moi je dors sur le canapé de la salle à manger.
Le soir, toute la famille est assise sur le canapé pour regarder la télévision. 
Quand c'est un film de cow-boys, je reste éveillé. Mais je m'endors pour les chanteurs et les films d'amour. 
Alors je me glisse derrière eux. 
Je me couche, j'ai 4 dos qui me cachent la télévision. Le dos de mémé Za fait une ombre terrible. 
Je ne vois plus rien et je m'endors.","target"
6,"Le cacaoyer pousse dans les zones chaudes et humides des tropiques, en Afrique, en Amérique et en Asie. Il fleurit 2 fois par an. Les fleurs donnent des fruits appelés cabosses. Elles sont récoltées à la main, deux fois par an. Chacune contient 30 à 50 fèves violettes, entourées de pulpe. Ces fèves sont entassées au soleil, sur des feuilles de bananier ou dans des paniers puis recouvertes. Elles fermentent quelques jours. Cela permet de faire disparaître la pulpe et de développer l'arôme. Ensuite, les fèves sont séchées au soleil ou dans un four pour enlever le reste d'eau. Elles deviennent brunes. Mises en sachet, elles partent, par bateaux, principalement en Europe. Les fèves séchées vont à la chocolaterie. Elles sont stockées dans des silos et contrôlées. Puis, les coques sont brisées pour récupérer les amandes, qui sont les graines de cacao. Ensuite, celles-ci sont torréfiées, c'est-à-dire grillées dans des fours. Cela libère leur arôme et diminue leur humidité. Enfin, les amandes sont chauffées et écrasées dans des broyeurs. Il en sort la pâte de cacao. Elle a un goût très amer. Une partie de cette pâte est chauffée et pressée. Il en sort le beurre de cacao. Il est jaune pâle. Filtré, moulé et refroidi, il servira à la fabrication du chocolat en tablettes. Dans la presse, il reste des galettes rougeâtres appelées tourteaux. Elles sont écrasées jusqu'à obtenir une poudre très fine : la poudre de cacao. A cette poudre, sont rajoutés du sucre, de la vanille et des farines de bananes, de blé, d'orge, pour obtenir la poudre chocolatée que tu mélanges à ton lait au petit-déjeuner. Le reste de la pâte de cacao est mélangé avec une petite partie du beurre de cacao. Sucre et vanille, par exemple, sont alors ajoutés. Ce mélange se fait dans de grandes cuves appelées conches. C'est le conchage. La pâte, chauffée à 60 °C, est brassée, agitée, malaxée pendant 24 à 72 heures. C'est à ce moment que le chocolat prend sa finesse, son arôme. Le reste du beurre de cacao est ajouté à la fin du conchage. La pâte refroidie est répartie dans des moules qui passent dans un tunnel frigorifique. A la sortie, les tablettes sont démoulées.","source"
6,"Le cacaoyer pousse dans les zones chaudes et humides des tropiques, en Afrique, en Amérique et en Asie. Il fleurit 2 fois par an. Les fleurs donnent des fruits appelés cabosses. On récolte ces cabosses à la main 2 fois par an. Dans chacune, 30 à 50 fèves violettes sont entourées de pulpe. On met ces fèves au soleil, sur des feuilles de bananier ou dans des paniers. Puis on les recouvre. Elles fermentent quelques jours. Ainsi, la pulpe tombe et l'arôme se développe. Ensuite, les fèves sèchent au soleil ou dans un four pour enlever le reste d'eau. Elles deviennent brunes. Dans des sachets, elles partent, par bateaux, surtout en Europe. Les fèves séchées vont à la chocolaterie. Elles sont stockées dans des silos et contrôlées. Puis, on casse les coques pour prendre les amandes. Les amandes sont les graines de cacao. Ces graines sont ensuite, torréfiées, c'est-à-dire grillées dans des fours. Ainsi, leur arôme est libéré et leur humidité baisse. Enfin, les amandes sont chauffées et écrasées dans des broyeurs. Il en sort la pâte de cacao. Elle a un goût très amer. Une partie de cette pâte est chauffée et pressée. Il en sort le beurre de cacao. Il est jaune pâle. Filtré, moulé et refroidi, il sert à la fabrication du chocolat en tablettes. Dans la presse, il reste des galettes rougeâtres : les tourteaux. On écrase ces galettes pour obtenir une poudre très fine : la poudre de cacao. A cette poudre, on ajoute du sucre, de la vanille et des farines de bananes, de blé, d'orge pour obtenir la poudre chocolatée. Tu mets cette poudre dans ton lait au petit déjeuner. Ce qui reste de la pâte de cacao est mélangé avec un peu de beurre de cacao. On ajoute alors du sucre et de la vanille. Ce mélange se fait dans de grandes cuves dites les conches. C'est le conchage. La pâte, chauffée à 60 °C, est brassée, agitée, malaxée pendant 24 à 72 heures. A ce moment-là le chocolat prend sa finesse, son arôme. Le reste du beurre de cacao s'ajoute à la fin du conchage. La pâte refroidie est versée dans des moules. Ils passent dans un tunnel froid. A la sortie, on démoule les tablettes.","target"
7,"Parmi tous les dangers qui menacent les animaux et les plantes, il y a celui d'être mangé. Certains animaux peuvent se camoufler alors que d'autres se cachent. Certains d'entre eux sont si rapides, qu'ils peuvent fuir face à leurs ennemis. Les plantes, qui ne peuvent pas fuir, ont développé d'autres moyens pour se protéger. Les piqûres et épines acérées en font partie. D'autres plantes ainsi que quelques animaux se protègent grâce à du poison qu'ils peuvent injecter. Ce poison n'est pas nécessairement mortel. Il est suffisant s'il leur évite d'être mangés. Quelques animaux, comme certaines mouches, se protègent en prenant l'apparence d'animaux venimeux. Dans le monde animal, une couleur particulièrement voyante indique généralement que l'animal n'est pas comestible. La guêpe par exemple a des bandes jaunes et noires.","source"
7,"Des dangers menacent les animaux et les plantes : ils ont peur qu'on les mange. Certains animaux peuvent se déguiser alors que d'autres se cachent. Certains d'entre eux sont rapides et ils peuvent fuir face à leurs ennemis. Les plantes, qui ne peuvent pas fuir, ont trouvé d'autres moyens pour se protéger, par exemple les piqûres et les épines pointues. D'autres plantes et quelques animaux se protègent grâce à du poison. Ce poison n'est pas tout le temps mortel. Il est utile s'il empêche qu'on les mange. Quelques animaux, comme certaines mouches, se protègent et se déguisent comme les animaux qui ont du poison. Chez les animaux, une couleur très voyante indique qu'il ne faut pas manger l'animal. La guêpe par exemple a des bandes jaunes et noires.","target"
8," « L'eau a encore baissé » pensa Folco.
Le jeune garçon sentit sous ses pieds sa vieille barque vermoulue racler le fond de vase. C'était le mauvais passage entre les îles de boue.
Folco connaissait bien tous les chemins d'eau de son marais de Camargue. 
Ce marais, c'était son merveilleux domaine. 
Souvent, le soir, comme aujourd'hui, il partait à la découverte, tout seul sur le barquet (petite barque) du grand-père Eusébio, tel un prince qui visite son royaume.
Cet immense pays de ciel bleu et d'eaux calmes, c'était à lui, Folco.
Le garçon était grand et musclé pour ses douze ans.
Debout, à l'arrière de son bateau, les pieds nus bien calés contre le rebord de planches, Folco avait solidement planté sa perche (longue tige de bois sur laquelle on s'appuie pour faire avancer le bateau dans les eaux peu profondes) dans la vase.
Il passa ses doigts dans cette broussaille de cheveux qui collaient jusqu'aux yeux à son visage tout mouillé de sueur. 
Puis, arc-bouté sur sa perche, il pesa de toutes ses forces pour faire avancer le bateau.
Le barquet sortit enfin de cette marée de joncs (plante dont la tige est longue, droite et flexible). 
Il glissait maintenant sans bruit sur l'onde grise ; Folco était heureux.
Il allait pousser jusqu'au fond du marais, vers les grandes terres qui attiraient le jeune garçon. 
Là-bas, au milieu de leurs pâturages vivaient en liberté les troupes de chevaux sauvages.
Folco, parfois, les apercevait galopant crinière au vent, dans un nuage de sable et de soleil. Folco rêvait de ces merveilleux chevaux.
Le grand-père Eusébio aurait voulu que son petit-fils soit pêcheur, comme lui. 
Mais non, Folco ne serait pas pêcheur. 
Plus tard il serait gardian (gardien de troupeaux de taureaux et de chevaux en Camarge).
Il n'y a pas de plus beau métier que celui de gardian. 
On est à cheval tout le jour. 
On galope à la recherche de manades (troupeaux de bêtes en Camargue) de taureaux noirs...
On capture et on dompte les chevaux sauvages.","source"
8,"« L'eau a encore baissé » pensa Folco.
Le jeune garçon sentit sous ses pieds sa vieille barque usée racler la vase. 
C'était le passage difficile entre les îles de boue.
Folco connaissait tous les chemins d'eau de son marais de Camargue. 
Ce marais, c'était son superbe domaine. 
Souvent, le soir, comme aujourd'hui, tout seul sur le barquet (petite barque) du grand-père Eusébio, Folco partait à la découverte, tel un prince qui visite son royaume.
Cet immense pays de ciel bleu et d'eaux calmes, c'était à lui, Folco.
Le garçon était grand et musclé pour ses 12 ans.
Folco, debout à l'arrière de son bateau, les pieds nus calés contre le rebord, avait planté sa perche (longue tige de bois sur laquelle on s'appuie pour faire avancer le bateau dans les eaux peu profondes) dans la vase.
Il passa ses doigts dans ses cheveux qui collaient jusqu'aux yeux à son visage, plein de sueur. 
Puis, appuyé sur sa perche, il poussa avec force pour faire avancer le bateau. 
Le barquet sortit enfin de cette mer de joncs (plante dont la tige est longue, droite et flexible). 
Le bateau glissait maintenant sans bruit sur l'eau grise ; Folco était heureux.
Il poussera jusqu'au fond du marais, vers les grandes terres qui attiraient le jeune garçon. 
Là-bas, les chevaux sauvages vivaient en liberté au milieu de leurs pâturages.
Folco, parfois, les apercevait. Les chevaux galopaient, crinière au vent, dans un nuage de sable et de soleil. 
Folco rêvait de ces superbes chevaux.
Le grand-père Eusébio aurait voulu que son petit-fils soit pêcheur, comme lui. 
Mais non, Folco ne serait pas pêcheur. 
Plus tard il serait gardian (gardien de troupeaux de taureaux et de chevaux en Camarge).
Il n'y a pas de plus beau métier que celui de gardian. 
On est à cheval tout le jour. 
On galope à la recherche de manades (troupeaux de bêtes en Camargue) de taureaux noirs... 
On capture et on dompte les chevaux sauvages.","target"
9,"En ce temps-là, les diables, jeunes ou vieux, avaient l'habitude, pour se distraire, de venir passer leur temps parmi les hommes. 
Un jour, un petit diable (il ne savait encore ni lire ni écrire) s'en vint trouver, afin de le tourmenter, un pauvre paysan qui travaillait sa terre.
– Que fais-tu donc là, paysan ?
– Comme vous voyez, je laboure mon champ...
– Je vois, répondit le diable. Le malheur, c'est que ce champ n'est pas à toi !
Aux temps anciens, continua le jeune diable, tout ce pays nous fut donné, à nous autres diables. Toutefois, je n'ai guère de goût pour travailler la terre et j'accepte de te laisser le champ. Mais à une condition : c'est que nous partagerons le profit.
– Je veux bien, répondit le laboureur, un peu effrayé.
– Nous ferons deux lots : l'un sera ce qui poussera dans la terre, l'autre ce qui poussera dessus. Le choix m'appartient, dit encore le diable, car je suis de noble race et tu n'es qu'un paysan. Je choisis ce qui sera en terre, tu auras le dessus. En quel temps sera la cueillette ?
– A la mi-juillet, répondit le laboureur. 
– En attendant, dit le diable, travaille, paysan, travaille : c'est ton métier !
A la mi-juillet, le diable, escorté d'une bande de petits diablotins, fut exact et se trouva devant un beau champ de blé. 
Aussitôt, le paysan se mit à moissonner et à lier de belles gerbes, pendant que les diables arrachaient péniblement les racines.
Le jour du marché, le paysan vendit très bien son blé et sa paille, tandis que les diables ne tirèrent pas un liard de leurs tas de chaume.
– Tu m'as trompé, cria le diable. Mais l'an prochain, il n'en sera pas de même. Que comptes-tu semer ?
– Je pense semer des raves, dit le paysan.
– Entendu, décida le diable, sème donc tes raves. Cette année, je prends ce qui sera sur la terre, tu auras le dessous. En attendant, travaille, paysan, travaille : c'est ton métier !
Bientôt revint le temps de la cueillette. 
Le petit diable et sa compagnie de diablotins se mirent à couper les feuilles. 
Pendant ce temps, le paysan empilait en gros tas les magnifiques raves. 
Au marché, le paysan les vendit facilement, tandis que le diable ne récolta que moqueries pour ses feuilles fanées.
Il en fut tellement vexé qu'on ne le revit jamais plus au pays.","source"
9,"À l'époque, les diables, jeunes ou vieux, avaient l'habitude, pour s'amuser, de venir passer leur temps parmi les hommes. 
Un jour, un petit diable (il ne savait encore ni lire ni écrire) rencontra, afin de l'ennuyer, un pauvre paysan qui travaillait sa terre.
– Que fais-tu donc là, paysan ?
– Comme vous voyez, je laboure mon champ…
– Je vois, répondit le diable. Le malheur, c'est que ce champ n'est pas à toi !
Autrefois, continua le jeune diable, tout ce pays fut donné, aux diables. Toutefois, je n'ai pas envie de travailler la terre et j'accepte de te laisser le champ. Mais à une condition : c'est que nous partagerons la récolte.
– Je veux bien, répondit le laboureur, un peu inquiet.
– Nous ferons 2 lots : l'un, ce qui poussera dans la terre, et l'autre ce qui poussera dessus.
Le choix m'appartient, dit le diable, car je suis noble et tu n'es qu'un paysan. Je choisis ce qui sera en terre, tu auras le dessus. Quand sera la cueillette ?
– A la mi-juillet, répondit le paysan.
– En attendant, dit le diable, travaille, paysan, travaille : c'est ton métier !
A la mi-juillet, le diable, suivi d'une bande de petits diablotins, se trouva devant un beau champ de blé. 
Aussitôt, le paysan se mit à moissonner et à lier de belles gerbes. Les diables, eux, arrachaient péniblement les racines.
Le jour du marché, le paysan vendit très bien son blé et sa paille. Pendant ce temps les diables ne tirèrent pas un sou de leur récolte.
– Tu m'as trompé, cria le diable. Mais l'an prochain, il n'en sera pas de même. Que comptes-tu semer ?
– Je pense semer des raves, dit le paysan.
– Entendu, décida le diable, sème donc tes raves. Cette année, je prends ce qui sera sur la terre, tu auras le dessous. En attendant, travaille, paysan, travaille : c'est ton métier !
Bientôt revint le temps de la récolte. 
Le petit diable et ses diablotins se mirent à couper les feuilles. 
Pendant ce temps, le paysan empilait les magnifiques raves en gros tas.
Au marché, le paysan vendit facilement ses raves. Le diable, lui, ne récolta que des moqueries pour ses feuilles fanées. 
Il en fut si vexé qu'on ne le revit plus au pays.","target"
10,"Juché sur la cime d’un arbre mort, le corbeau contemplait pensivement la sombre bâtisse devant lui.
Il songeait aux occupants des lieux. À Brunoît, le roi déchu, à Névé, sa femme, et à Mara, leur fille… Trois innocents condamnés à vivre enfermés ici, à Castelbrune, à tout jamais.
Dans un instant, il bouleverserait définitivement l’existence de l’un d’entre eux.
L’oiseau connaissait par cœur leur terrible histoire, elle lui avait été contée à maintes reprises.
Tout avait commencé quatorze ans plus tôt, alors qu’au palais le roi, passionné par l’étude des plantes médicinales, consultait un grimoire dans son laboratoire. 
Nour, sa sœur aînée, avait surgi, affolée :
– Viens vite, Angus est brûlant de fièvre et ne peut se lever.
Nour, veuve depuis fort longtemps, chérissait son fils au plus haut point, redoutant sans cesse qu’il lui arrive malheur. 
Le roi s’était rendu au chevet d’Angus, sur lequel veillait son dévoué précepteur. 
Il l’avait examiné avant de déclarer en souriant :
– Ce n’est qu’une mauvaise grippe. Je vais de ce pas préparer un remède qui fera chuter sa température.
Peu après, le malade avait avalé d’un trait la tisane odorante concoctée par Brunoît. 
Hélas, il avait aussitôt été pris de violentes convulsions et, en quelques minutes à peine, sous le regard impuissant des adultes, il avait perdu la vie.
Le soir même, le médecin de la cour avait livré ses conclusions :
– Angus souffrait en effet d’une simple grippe, mais ce n’est pas la cause du décès…
Puis il avait toussoté, mal à l’aise, avant de reprendre :
– Il a succombé suite à l’absorption simultanée de sa tisane et d’une substance toxique, vraisemblablement du cyanure.
De là à accuser le roi d’assassinat, il n’y avait qu’un pas que la mère d’Angus avait franchi en se ruant sur son frère.
– La tisane… Du cyanure… C’est toi qui l’as tué ! Tu es… tu es un monstre !
Le roi, stupéfait, avait protesté avec vigueur :
– Comment peux-tu imaginer une chose pareille ? Il te faut raison garder, tu sais bien que pour rien au monde je n’aurais fait de mal à Angus.
Mais la fureur de Nour, convaincue d’être en présence du coupable, ne s’était nullement apaisée.","source"
10,"Posé sur la cime d’un arbre mort, le corbeau regardait en rêvant la sombre bâtisse devant lui. 
Il pensait aux occupants des lieux. 
À Brunoît, le roi qui n’avait plus de trône, à Névé, sa femme, et à Mara, leur fille… 3 innocents condamnés à vivre enfermés ici, à Castelbrune, pour toujours. 
Dans un instant, il changerait pour toujours l’existence de l’un d’entre eux.
L’oiseau connaissait par cœur leur terrible histoire. On la lui avait racontée plusieurs fois. 
Tout avait commencé 14 ans plus tôt, alors qu’au palais le roi, aimant l’étude des plantes médicinales, lisait un vieux livre dans son atelier. 
Nour, sa plus grande sœur, était arrivée, affolée :
– Viens vite, Angus est brûlant de fièvre et ne peut se lever.
Nour, veuve depuis longtemps, aimait beaucoup son fils ayant toujours peur qu’il lui arrive malheur. Le roi s’était rendu au chevet d’Angus, que gardait son bon professeur. 
Le roi l’avait examiné avant de dire en souriant :
– Ce n’est qu’une mauvaise grippe. Je vais préparer très vite un remède qui fera chuter sa fièvre.
Peu après, le malade avait bu d’un trait la tisane odorante préparée par Brunoît. 
Hélas, il avait été pris de violents tremblements et, sous le regard impuissant des adultes, il mourut.
Le soir, le médecin de la cour avait dit :
– Angus souffrait en effet d’une simple grippe, mais ce n’est pas la cause de sa mort …
Puis il avait toussoté, mal à l’aise, avant de dire :
– Il est mort suite à la prise de sa tisane et aussi d’un poison, sans doute du cyanure.
Facile alors d’accuser le roi d’assassinat ; la mère d’Angus le fit aussitôt en se jetant sur son frère.
– La tisane… Du cyanure… C’est toi qui l’as tué ! Tu es… tu es un monstre !
Le roi, surpris, avait protesté avec force :
– Comment peux-tu imaginer une chose pareille ? Il faut être raisonnable, tu sais bien que pour rien au monde je n’aurais fait de mal à Angus.
Mais la colère de Nour, certaine d’être en présence du coupable, ne s’était pas calmée.","target"
11,"Le terme Écureuil s'applique à plusieurs animaux qui appartiennent à la famille des Sciuridae et qui sont des rongeurs grimpeurs qui possèdent une queue touffue en panache. On compte environ 265 espèces de ces mammifères recensées dans le monde. Ces petites bêtes sympathiques sont connues d'ailleurs pour leur acharnement à faire des provisions pour l'hiver. Les écureuils sont agiles et rapides. On peut les voir sauter de branche en branche. Le cri d'alarme est un claquement rapide (couc, couc, couc, couc...). Il arrive que plusieurs écureuils se rassemblent pour dérouter un prédateur ; ils poussent alors des cris en secouant la queue. La queue de l'écureuil a de nombreuses utilités. Elle joue le rôle de gouvernail lorsque l'animal saute d'endroits élevés ; elle sert de parasol lorsqu'un écureuil maladroit tombe ; elle sert de couverture durant l'hiver. La queue permet d'ailleurs d'indiquer aux autres écureuils les intentions d'un individu. Enfin l'écureuil utilise la queue pour distraire ses prédateurs. 
La fourrure de l'écureuil est plus épaisse et plus longue en hiver. Généralement, l'écureuil construit un nid de feuilles près de la cime d'un arbre ou à une fourche ou encore sur une branche près du tronc. Une plate-forme faite de rameaux constitue la base du nid, et des feuilles et des rameaux entrelacés en forment l'extérieur. La charpente intérieure est faite en général de feuilles et de rameaux entrelacés. De la mousse, de l'herbe et de l'écorce déchiquetée tapissent l'intérieur, mais l'écureuil peut utiliser du tissu, du papier, des plantes et des plumes d'oiseau. La durée de la période de gestation des écureuils est d'environ 40 jours.  Par année, ils ont une ou deux portées et le nombre de petits par portée est, en moyenne, de trois à six. La durée de vie moyenne des écureuils est de 4 à 6 ans, mais en captivité, l'écureuil peut vivre de 15 à 20 ans.  D'ailleurs, l'écureuil est la proie de nombreux prédateurs, dont le vison, la martre, la belette, le pékan, le lynx, le renard, le coyote, le hibou, etc. Dans la forêt boréale, l'écureuil roux se nourrit surtout de graines provenant de cônes de conifères. Il mange aussi des glands, des noisettes, des graines, des bourgeons, des insectes, de l'écorce, des fleurs, des baies, des champignons, des œufs d'oiseaux et des oisillons. Au printemps, l'écureuil adore la sève des érables. Les écureuils vivent un peu partout dans le monde.","source"
